"Postcode","annual_consume","year","type"
"5631",492442.04,2018,"electricity"
"5632",877768.43,2018,"electricity"
"5633",108040.01,2018,"electricity"
"5641",598322.18,2018,"electricity"
"5642",506601.79,2018,"electricity"
"5643",557075.94,2018,"electricity"
"5644",705477.05,2018,"electricity"
"5645",302916.23,2018,"electricity"
"5646",183375.1,2018,"electricity"
"5647",8155.38,2018,"electricity"
"5651",247402.54,2018,"electricity"
"5652",831449.63,2018,"electricity"
"5653",557120.67,2018,"electricity"
"5654",630632.65,2018,"electricity"
"5655",323960.8,2018,"electricity"
"5657",111299.09,2018,"electricity"
"5658",479506.75,2018,"electricity"
"5661",152493.42,2018,"electricity"
"5662",301383.35,2018,"electricity"
"5663",529302.46,2018,"electricity"
"5664",573959.07,2018,"electricity"
"5665",361217.92,2018,"electricity"
"5666",323569.25,2018,"electricity"
"5667",407337.42,2018,"electricity"
"5671",638973.77,2018,"electricity"
"5672",569356.64,2018,"electricity"
"5673",487899.26,2018,"electricity"
"5674",701205.1,2018,"electricity"
"5681",172751.27,2018,"electricity"
"5682",289185.46,2018,"electricity"
"5683",901105.87,2018,"electricity"
"5684",1025661.64,2018,"electricity"
"5685",451118.98,2018,"electricity"
"5688",1294928.41,2018,"electricity"
"5689",27032.05,2018,"electricity"
"5691",1133494.85,2018,"electricity"
"5692",534400.38,2018,"electricity"
"5694",423717.97,2018,"electricity"
"5701",1215696.96,2018,"electricity"
"5702",785370.17,2018,"electricity"
"5703",399506.45,2018,"electricity"
"5704",638320.13,2018,"electricity"
"5705",490307.78,2018,"electricity"
"5706",1091137.34,2018,"electricity"
"5707",1034274.61,2018,"electricity"
"5708",903991.6,2018,"electricity"
"5709",864447.98,2018,"electricity"
"5711",959517.19,2018,"electricity"
"5712",1231085.1,2018,"electricity"
"5715",327022.99,2018,"electricity"
"5721",1578907.32,2018,"electricity"
"5724",148923.07,2018,"electricity"
"5725",654815.17,2018,"electricity"
"5731",1071118.96,2018,"electricity"
"5735",601281.05,2018,"electricity"
"5737",540801.14,2018,"electricity"
"5738",384831.12,2018,"electricity"
"5741",1077803.5,2018,"electricity"
"5751",1244345.56,2018,"electricity"
"5752",516265.7,2018,"electricity"
"5753",756536.08,2018,"electricity"
"5754",705758.68,2018,"electricity"
"5756",209561.65,2018,"electricity"
"5757",449088.66,2018,"electricity"
"5758",326316.22,2018,"electricity"
"5759",167994.61,2018,"electricity"
"5761",743729.3,2018,"electricity"
"5763",401563.69,2018,"electricity"
"5764",253200.78,2018,"electricity"
"5766",54773.62,2018,"electricity"
"5768",838191.27,2018,"electricity"
"5801",1041217.98,2018,"electricity"
"5802",674757.8,2018,"electricity"
"5803",513849.22,2018,"electricity"
"5804",328020.84,2018,"electricity"
"5807",245696.34,2018,"electricity"
"5808",229867.23,2018,"electricity"
"5809",383648.72,2018,"electricity"
"5811",177902.94,2018,"electricity"
"5812",144775,2018,"electricity"
"5813",598409.77,2018,"electricity"
"5814",183653.41,2018,"electricity"
"5815",153349.58,2018,"electricity"
"5816",114737.67,2018,"electricity"
"5817",83344.64,2018,"electricity"
"5821",317428.1,2018,"electricity"
"5823",109884.82,2018,"electricity"
"5824",70664.31,2018,"electricity"
"5825",512675.98,2018,"electricity"
"5826",76510.45,2018,"electricity"
"5827",111551.21,2018,"electricity"
"5831",1222283.62,2018,"electricity"
"5835",265255.58,2018,"electricity"
"5836",248800.43,2018,"electricity"
"5841",281675.86,2018,"electricity"
"5843",171704.4,2018,"electricity"
"5844",114842.03,2018,"electricity"
"5845",507703.87,2018,"electricity"
"5846",105970.63,2018,"electricity"
"5851",257677.39,2018,"electricity"
"5853",308634.48,2018,"electricity"
"5854",562256.31,2018,"electricity"
"5855",306120.28,2018,"electricity"
"5856",188651,2018,"electricity"
"5861",254159.68,2018,"electricity"
"5862",67009.32,2018,"electricity"
"5863",129225.7,2018,"electricity"
"5864",229224.87,2018,"electricity"
"5865",121070.76,2018,"electricity"
"5866",177139.39,2018,"electricity"
"5871",124708.91,2018,"electricity"
"5872",95143.02,2018,"electricity"
"5911",899663.67,2018,"electricity"
"5912",675511.11,2018,"electricity"
"5913",740288.36,2018,"electricity"
"5914",538054.24,2018,"electricity"
"5915",556113.44,2018,"electricity"
"5916",464868.65,2018,"electricity"
"5921",628546.53,2018,"electricity"
"5922",429396.13,2018,"electricity"
"5923",145290.2,2018,"electricity"
"5924",225469.44,2018,"electricity"
"5925",243319.65,2018,"electricity"
"5926",270882.09,2018,"electricity"
"5927",130734.12,2018,"electricity"
"5928",546105.73,2018,"electricity"
"5931",743039.05,2018,"electricity"
"5932",469513.94,2018,"electricity"
"5935",276973.06,2018,"electricity"
"5940",9455.67,2018,"electricity"
"5941",518938.94,2018,"electricity"
"5943",127325.92,2018,"electricity"
"5944",335752.17,2018,"electricity"
"5951",545134.45,2018,"electricity"
"5953",887971.73,2018,"electricity"
"5954",256890.72,2018,"electricity"
"5961",1460045.76,2018,"electricity"
"5962",244544.17,2018,"electricity"
"5963",202238,2018,"electricity"
"5964",228509.3,2018,"electricity"
"5966",345607.31,2018,"electricity"
"5971",492987.17,2018,"electricity"
"5973",272915.3,2018,"electricity"
"5975",791769.12,2018,"electricity"
"5976",171084.27,2018,"electricity"
"5977",75800.44,2018,"electricity"
"5981",905251.41,2018,"electricity"
"5984",118122.33,2018,"electricity"
"5985",248493.61,2018,"electricity"
"5986",367785.65,2018,"electricity"
"5987",153020.85,2018,"electricity"
"5988",590094.05,2018,"electricity"
"5991",684857.63,2018,"electricity"
"5993",699573.67,2018,"electricity"
"5995",634470.16,2018,"electricity"
"6001",877968.92,2018,"electricity"
"6002",592564.95,2018,"electricity"
"6003",511502.18,2018,"electricity"
"6004",832708.87,2018,"electricity"
"6005",364674.92,2018,"electricity"
"6006",1016467.06,2018,"electricity"
"6011",269058.13,2018,"electricity"
"6012",106910.87,2018,"electricity"
"6013",154596.19,2018,"electricity"
"6014",308063.75,2018,"electricity"
"6015",162584.55,2018,"electricity"
"6017",292392.43,2018,"electricity"
"6019",253066.8,2018,"electricity"
"6021",1060169.33,2018,"electricity"
"6023",209208.03,2018,"electricity"
"6024",147861.22,2018,"electricity"
"6026",597617.34,2018,"electricity"
"6027",226416.38,2018,"electricity"
"6028",108371.03,2018,"electricity"
"6029",238424.96,2018,"electricity"
"6031",1145842.3,2018,"electricity"
"6034",256082.79,2018,"electricity"
"6035",618848.71,2018,"electricity"
"6037",262077.68,2018,"electricity"
"6039",468039.82,2018,"electricity"
"6040",3485.07,2018,"electricity"
"6041",1473374.17,2018,"electricity"
"6042",935490.46,2018,"electricity"
"6043",729992.23,2018,"electricity"
"6044",276074.89,2018,"electricity"
"6045",568109.49,2018,"electricity"
"6049",547397.75,2018,"electricity"
"6051",717629.85,2018,"electricity"
"6061",391723.66,2018,"electricity"
"6063",277858.64,2018,"electricity"
"6065",377315.35,2018,"electricity"
"6067",404103.35,2018,"electricity"
"6071",849235.08,2018,"electricity"
"6074",352841.33,2018,"electricity"
"6075",378553.84,2018,"electricity"
"6077",352414.41,2018,"electricity"
"6081",475541.64,2018,"electricity"
"6082",109491.55,2018,"electricity"
"6083",78267.84,2018,"electricity"
"6085",393264.47,2018,"electricity"
"6086",451250.28,2018,"electricity"
"6088",529130.58,2018,"electricity"
"6089",94758.94,2018,"electricity"
"6091",164890.94,2018,"electricity"
"6092",26276.46,2018,"electricity"
"6093",747808.29,2018,"electricity"
"6095",334743.91,2018,"electricity"
"6096",229732.17,2018,"electricity"
"6097",461200.81,2018,"electricity"
"6099",202416.35,2018,"electricity"
"6101",1039670.19,2018,"electricity"
"6102",523380.44,2018,"electricity"
"6104",242767.48,2018,"electricity"
"6105",201100.68,2018,"electricity"
"6107",171634.87,2018,"electricity"
"6109",99559.28,2018,"electricity"
"6111",57035.18,2018,"electricity"
"6112",68562.45,2018,"electricity"
"6114",771190.09,2018,"electricity"
"6116",197405.77,2018,"electricity"
"6118",285415,2018,"electricity"
"6121",556554.9,2018,"electricity"
"6122",179322.06,2018,"electricity"
"6123",112949.71,2018,"electricity"
"6124",82545.92,2018,"electricity"
"6125",162671.77,2018,"electricity"
"6127",207774.03,2018,"electricity"
"6129",506287.22,2018,"electricity"
"6131",806133.1,2018,"electricity"
"6132",500933.95,2018,"electricity"
"6133",306395.09,2018,"electricity"
"6134",215648.76,2018,"electricity"
"6135",613344.93,2018,"electricity"
"6136",710990.03,2018,"electricity"
"6137",626705.72,2018,"electricity"
"6141",237055.4,2018,"electricity"
"6142",143075.9,2018,"electricity"
"6143",125155.28,2018,"electricity"
"6151",450174.21,2018,"electricity"
"6153",36401.94,2018,"electricity"
"6155",171773.75,2018,"electricity"
"6161",810405.81,2018,"electricity"
"6162",327829.79,2018,"electricity"
"6163",761447.64,2018,"electricity"
"6164",467343.02,2018,"electricity"
"6165",427305.7,2018,"electricity"
"6166",463262.99,2018,"electricity"
"6167",17281.8,2018,"electricity"
"6170",13739.95,2018,"electricity"
"6171",998810.18,2018,"electricity"
"6174",68481.18,2018,"electricity"
"6176",265054.1,2018,"electricity"
"6181",829101.16,2018,"electricity"
"6191",1198826.11,2018,"electricity"
"6199",65090.98,2018,"electricity"
"6211",1629410.48,2018,"electricity"
"6212",462801.94,2018,"electricity"
"6213",358969.59,2018,"electricity"
"6214",333931.29,2018,"electricity"
"6215",551096.49,2018,"electricity"
"6216",516480.01,2018,"electricity"
"6217",580538.69,2018,"electricity"
"6218",491461.82,2018,"electricity"
"6219",201473.02,2018,"electricity"
"6221",724466.71,2018,"electricity"
"6222",541269.42,2018,"electricity"
"6223",250066.72,2018,"electricity"
"6224",587219.69,2018,"electricity"
"6225",436997.96,2018,"electricity"
"6226",585876.06,2018,"electricity"
"6227",591762.95,2018,"electricity"
"6228",403114.69,2018,"electricity"
"6229",499683.66,2018,"electricity"
"6231",750877.43,2018,"electricity"
"6235",292651.78,2018,"electricity"
"6237",50620.24,2018,"electricity"
"6241",509369.39,2018,"electricity"
"6243",242802.61,2018,"electricity"
"6245",770039.38,2018,"electricity"
"6247",342346.86,2018,"electricity"
"6251",45536.08,2018,"electricity"
"6252",15602.36,2018,"electricity"
"6255",172702.21,2018,"electricity"
"6261",88024.58,2018,"electricity"
"6262",85351.31,2018,"electricity"
"6265",145953.83,2018,"electricity"
"6267",332927.96,2018,"electricity"
"6268",64741.7,2018,"electricity"
"6269",411846.72,2018,"electricity"
"6271",424823.94,2018,"electricity"
"6273",25733.02,2018,"electricity"
"6274",83355.31,2018,"electricity"
"6276",60883.63,2018,"electricity"
"6277",62031.6,2018,"electricity"
"6278",9512.23,2018,"electricity"
"6281",228295.73,2018,"electricity"
"6285",184901.47,2018,"electricity"
"6286",181272.98,2018,"electricity"
"6287",185351.61,2018,"electricity"
"6289",12425.9,2018,"electricity"
"6291",573552.51,2018,"electricity"
"6294",171300.64,2018,"electricity"
"6295",78988.88,2018,"electricity"
"6301",1312400.67,2018,"electricity"
"6305",131184.91,2018,"electricity"
"6307",18974.96,2018,"electricity"
"6311",85471.52,2018,"electricity"
"6312",15682.52,2018,"electricity"
"6321",216658.79,2018,"electricity"
"6325",444324.36,2018,"electricity"
"6333",355417.68,2018,"electricity"
"6336",435322.04,2018,"electricity"
"6342",6334,2018,"electricity"
"6343",372654.3,2018,"electricity"
"6351",466631.21,2018,"electricity"
"6353",4453.91,2018,"electricity"
"6361",698809.8,2018,"electricity"
"6363",207863.58,2018,"electricity"
"6365",253216.78,2018,"electricity"
"6367",782566.41,2018,"electricity"
"6369",547842.42,2018,"electricity"
"6371",575071.92,2018,"electricity"
"6372",840895.27,2018,"electricity"
"6373",671266.44,2018,"electricity"
"6374",1002548.94,2018,"electricity"
"6400",6050.6,2018,"electricity"
"6411",1038959.29,2018,"electricity"
"6412",795400,2018,"electricity"
"6413",893789.94,2018,"electricity"
"6414",671838.59,2018,"electricity"
"6415",506035.2,2018,"electricity"
"6416",518591.13,2018,"electricity"
"6417",534480.53,2018,"electricity"
"6418",639469.22,2018,"electricity"
"6419",375906.08,2018,"electricity"
"6422",76530.62,2018,"electricity"
"6431",857532.21,2018,"electricity"
"6432",365285.37,2018,"electricity"
"6433",483737.67,2018,"electricity"
"6436",266110.8,2018,"electricity"
"6438",358191.62,2018,"electricity"
"6439",92713.78,2018,"electricity"
"6441",738831.31,2018,"electricity"
"6442",239278.95,2018,"electricity"
"6443",357213.98,2018,"electricity"
"6444",469267.72,2018,"electricity"
"6445",262118.98,2018,"electricity"
"6446",389580.62,2018,"electricity"
"6447",185903.47,2018,"electricity"
"6451",463898.14,2018,"electricity"
"6454",70177.33,2018,"electricity"
"6456",74582.9,2018,"electricity"
"6461",685706.48,2018,"electricity"
"6462",545717.88,2018,"electricity"
"6463",435231.44,2018,"electricity"
"6464",356025.2,2018,"electricity"
"6465",166199.24,2018,"electricity"
"6466",763778.36,2018,"electricity"
"6467",406431.29,2018,"electricity"
"6468",85934.97,2018,"electricity"
"6469",47254.18,2018,"electricity"
"6471",497919.84,2018,"electricity"
"6584",328903.39,2018,"electricity"
"6585",339079.95,2018,"electricity"
"6586",59727.48,2018,"electricity"
"6587",78096.5,2018,"electricity"
"6591",896074.68,2018,"electricity"
"6595",279663.46,2018,"electricity"
"6596",313745.89,2018,"electricity"
"6598",354289.39,2018,"electricity"
"6599",114698.81,2018,"electricity"
"7411",1228623.3,2018,"electricity"
"7412",784673.23,2018,"electricity"
"7413",513622.98,2018,"electricity"
"7414",421841.51,2018,"electricity"
"7415",631280.9,2018,"electricity"
"7416",230917.37,2018,"electricity"
"7417",291764.21,2018,"electricity"
"7418",627452.26,2018,"electricity"
"7419",185921.88,2018,"electricity"
"7421",457872.9,2018,"electricity"
"7422",205900.01,2018,"electricity"
"7423",448395.89,2018,"electricity"
"7424",276055.43,2018,"electricity"
"7425",563079.9,2018,"electricity"
"7426",4413,2018,"electricity"
"7427",24668.06,2018,"electricity"
"7428",52702.78,2018,"electricity"
"7429",116643.79,2018,"electricity"
"7431",471948.34,2018,"electricity"
"7433",569580.26,2018,"electricity"
"7434",235991.81,2018,"electricity"
"7435",64274.51,2018,"electricity"
"7437",754122.84,2018,"electricity"
"7441",501788.82,2018,"electricity"
"7442",1018303.81,2018,"electricity"
"7443",808183.03,2018,"electricity"
"7447",782418.55,2018,"electricity"
"7448",380383.33,2018,"electricity"
"7451",1311498.13,2018,"electricity"
"7461",1099095.19,2018,"electricity"
"7462",1114223.64,2018,"electricity"
"7463",358058.58,2018,"electricity"
"7466",61930.95,2018,"electricity"
"7467",104202.31,2018,"electricity"
"7468",918514.18,2018,"electricity"
"7472",46988.12,2018,"electricity"
"7475",1142791.36,2018,"electricity"
"7478",403562.34,2018,"electricity"
"7481",1353584.77,2018,"electricity"
"7482",1260208.52,2018,"electricity"
"7483",283055.48,2018,"electricity"
"7491",819425.46,2018,"electricity"
"7495",548878.53,2018,"electricity"
"7496",286192.21,2018,"electricity"
"7497",270383.26,2018,"electricity"
"7511",1137740.58,2018,"electricity"
"7512",483567.62,2018,"electricity"
"7513",449082.73,2018,"electricity"
"7514",540502.11,2018,"electricity"
"7521",869941.81,2018,"electricity"
"7522",481179.24,2018,"electricity"
"7523",845192.7,2018,"electricity"
"7524",327102.54,2018,"electricity"
"7525",90957.06,2018,"electricity"
"7531",752516.22,2018,"electricity"
"7532",524075.9,2018,"electricity"
"7533",394260.19,2018,"electricity"
"7534",825643.27,2018,"electricity"
"7535",346281.69,2018,"electricity"
"7536",22270.09,2018,"electricity"
"7541",285236.01,2018,"electricity"
"7542",777564.22,2018,"electricity"
"7543",435358.62,2018,"electricity"
"7544",1073576.9,2018,"electricity"
"7545",1105720.07,2018,"electricity"
"7546",732403.27,2018,"electricity"
"7547",558696.29,2018,"electricity"
"7548",398142.19,2018,"electricity"
"7551",800144.21,2018,"electricity"
"7552",940364.69,2018,"electricity"
"7553",965486.7,2018,"electricity"
"7554",488950.03,2018,"electricity"
"7555",806541.15,2018,"electricity"
"7556",1132314.56,2018,"electricity"
"7557",851392.93,2018,"electricity"
"7558",1012102.65,2018,"electricity"
"7559",824279.63,2018,"electricity"
"7561",302047.61,2018,"electricity"
"7562",51178.36,2018,"electricity"
"7577",162056.67,2018,"electricity"
"7581",824044.8,2018,"electricity"
"7582",540265.78,2018,"electricity"
"7585",78881.07,2018,"electricity"
"7586",435935.59,2018,"electricity"
"7587",602041.95,2018,"electricity"
"7588",215913.1,2018,"electricity"
"7591",1154183.84,2018,"electricity"
"7595",509235.9,2018,"electricity"
"7596",366541.17,2018,"electricity"
"7597",389387.19,2018,"electricity"
"7601",29079.82,2018,"electricity"
"7602",91585.28,2018,"electricity"
"7607",7771.46,2018,"electricity"
"7609",7011.6,2018,"electricity"
"7611",147257.92,2018,"electricity"
"7614",29419.58,2018,"electricity"
"7615",178078.89,2018,"electricity"
"7621",512128.5,2018,"electricity"
"7622",941852.45,2018,"electricity"
"7623",467920.47,2018,"electricity"
"7625",227482.91,2018,"electricity"
"7626",107051.46,2018,"electricity"
"7627",350101.66,2018,"electricity"
"7631",612895.13,2018,"electricity"
"7634",137760.49,2018,"electricity"
"7635",245640.45,2018,"electricity"
"7636",184258.99,2018,"electricity"
"7637",105652.71,2018,"electricity"
"7638",55926.67,2018,"electricity"
"7641",804650.14,2018,"electricity"
"7642",772896.9,2018,"electricity"
"7645",173631.54,2018,"electricity"
"7651",739768.26,2018,"electricity"
"7661",150216.16,2018,"electricity"
"7662",62847.22,2018,"electricity"
"7663",82932.47,2018,"electricity"
"7664",102354.19,2018,"electricity"
"7665",511486.5,2018,"electricity"
"7666",189688.82,2018,"electricity"
"7667",215649.82,2018,"electricity"
"7668",50384.79,2018,"electricity"
"7671",1260964.97,2018,"electricity"
"7672",114909.96,2018,"electricity"
"7675",36516.53,2018,"electricity"
"7676",419441.97,2018,"electricity"
"7678",693478.77,2018,"electricity"
"7679",250994.21,2018,"electricity"
"7681",945197.28,2018,"electricity"
"7683",648819.83,2018,"electricity"
"7685",118934.44,2018,"electricity"
"7686",43712.93,2018,"electricity"
"7687",121806.93,2018,"electricity"
"7688",224023.58,2018,"electricity"
"7691",335428.27,2018,"electricity"
"7692",80273.42,2018,"electricity"
"7693",163113.5,2018,"electricity"
"7694",167432.95,2018,"electricity"
"7695",130954.69,2018,"electricity"
"7696",38685.9,2018,"electricity"
"7701",1286235.4,2018,"electricity"
"7702",51715.43,2018,"electricity"
"7705",42921.63,2018,"electricity"
"7707",550180.17,2018,"electricity"
"7711",937522.6,2018,"electricity"
"7715",149832.95,2018,"electricity"
"7721",609638.61,2018,"electricity"
"7722",1149375.58,2018,"electricity"
"7731",1208234.44,2018,"electricity"
"7732",28505.09,2018,"electricity"
"7734",34507.99,2018,"electricity"
"7735",65891.47,2018,"electricity"
"7736",29504.05,2018,"electricity"
"7737",106575.1,2018,"electricity"
"7738",133598.93,2018,"electricity"
"7739",121665.58,2018,"electricity"
"7741",1110983.33,2018,"electricity"
"7742",578372.55,2018,"electricity"
"7751",549399.38,2018,"electricity"
"7753",69811.21,2018,"electricity"
"7754",73042.13,2018,"electricity"
"7755",53153.03,2018,"electricity"
"7756",53611.42,2018,"electricity"
"7761",471329.68,2018,"electricity"
"7764",41224.73,2018,"electricity"
"7765",160942.25,2018,"electricity"
"7766",154235.84,2018,"electricity"
"7771",476771.82,2018,"electricity"
"7772",1152153.18,2018,"electricity"
"7773",355143.17,2018,"electricity"
"7775",245186.39,2018,"electricity"
"7776",381284.95,2018,"electricity"
"7777",160698.83,2018,"electricity"
"7778",76163.25,2018,"electricity"
"7779",11235.88,2018,"electricity"
"7781",49167.59,2018,"electricity"
"7782",217973.45,2018,"electricity"
"7783",291537.05,2018,"electricity"
"7784",111613.33,2018,"electricity"
"7786",75500.81,2018,"electricity"
"7787",48400.47,2018,"electricity"
"7788",32575.23,2018,"electricity"
"7791",133853.31,2018,"electricity"
"7792",27303.45,2018,"electricity"
"7793",92530.99,2018,"electricity"
"7794",64196.23,2018,"electricity"
"7795",24974.46,2018,"electricity"
"7796",75278.93,2018,"electricity"
"7797",69886.68,2018,"electricity"
"7798",65678.75,2018,"electricity"
"7811",900491.51,2018,"electricity"
"7812",750869.19,2018,"electricity"
"7813",39765.88,2018,"electricity"
"7814",224239.93,2018,"electricity"
"7815",551604.87,2018,"electricity"
"7821",266436.96,2018,"electricity"
"7822",299331.75,2018,"electricity"
"7823",540219.44,2018,"electricity"
"7824",680420.15,2018,"electricity"
"7825",364843.48,2018,"electricity"
"7826",294103.13,2018,"electricity"
"7827",590222.96,2018,"electricity"
"7828",134197.87,2018,"electricity"
"7831",426664.15,2018,"electricity"
"7833",562216.76,2018,"electricity"
"7841",248527.08,2018,"electricity"
"7842",7427,2018,"electricity"
"7843",88928.13,2018,"electricity"
"7844",236190.4,2018,"electricity"
"7845",57681.24,2018,"electricity"
"7846",126061.98,2018,"electricity"
"7847",15150.79,2018,"electricity"
"7848",196508.23,2018,"electricity"
"7849",45360.93,2018,"electricity"
"7851",76394.6,2018,"electricity"
"7852",48746.36,2018,"electricity"
"7853",17678.85,2018,"electricity"
"7854",168182.36,2018,"electricity"
"7855",61906.23,2018,"electricity"
"7856",40984.04,2018,"electricity"
"7858",19174.78,2018,"electricity"
"7859",11655.21,2018,"electricity"
"7861",211988.25,2018,"electricity"
"7863",65772.95,2018,"electricity"
"7864",72314.23,2018,"electricity"
"7871",71506.44,2018,"electricity"
"7872",114993.17,2018,"electricity"
"7873",196469.11,2018,"electricity"
"7874",54079.63,2018,"electricity"
"7875",190263.11,2018,"electricity"
"7876",343710.77,2018,"electricity"
"7877",22860.65,2018,"electricity"
"7881",875205.39,2018,"electricity"
"7884",166888.38,2018,"electricity"
"7885",192802.17,2018,"electricity"
"7887",539670.2,2018,"electricity"
"7889",17935.64,2018,"electricity"
"7891",1181443.65,2018,"electricity"
"7892",48052.9,2018,"electricity"
"7894",273149.91,2018,"electricity"
"7895",109450.9,2018,"electricity"
"7901",11794.33,2018,"electricity"
"7903",6268.13,2018,"electricity"
"7908",138291.2,2018,"electricity"
"7909",22551.14,2018,"electricity"
"7910",19512.35,2018,"electricity"
"7911",4450.73,2018,"electricity"
"7912",85766.55,2018,"electricity"
"7915",9644.64,2018,"electricity"
"7916",3411.93,2018,"electricity"
"7917",172642.51,2018,"electricity"
"7918",129742.29,2018,"electricity"
"7921",794515.41,2018,"electricity"
"7924",108544.28,2018,"electricity"
"7925",114817.67,2018,"electricity"
"7926",134550.45,2018,"electricity"
"7927",84887.33,2018,"electricity"
"7929",12245.42,2018,"electricity"
"7931",99179.88,2018,"electricity"
"7932",51379.92,2018,"electricity"
"7933",191516.55,2018,"electricity"
"7934",74948.93,2018,"electricity"
"7935",27350.5,2018,"electricity"
"7936",83218.27,2018,"electricity"
"7937",10556.25,2018,"electricity"
"7938",83833.26,2018,"electricity"
"7941",854144.24,2018,"electricity"
"7942",578407.17,2018,"electricity"
"7943",648626.46,2018,"electricity"
"7944",741068.58,2018,"electricity"
"7946",220293.21,2018,"electricity"
"7948",417473.13,2018,"electricity"
"7949",61439.37,2018,"electricity"
"7951",1173154.48,2018,"electricity"
"7954",340576.19,2018,"electricity"
"7955",153796.59,2018,"electricity"
"7957",303988.5,2018,"electricity"
"7958",349755,2018,"electricity"
"7961",547170.96,2018,"electricity"
"7963",472311.7,2018,"electricity"
"7964",73044.84,2018,"electricity"
"7965",41564.07,2018,"electricity"
"7966",30606.79,2018,"electricity"
"7971",414120.28,2018,"electricity"
"7973",107932.95,2018,"electricity"
"7974",19603.35,2018,"electricity"
"7975",170111.21,2018,"electricity"
"7981",297718.51,2018,"electricity"
"7983",143462.42,2018,"electricity"
"7984",58117.53,2018,"electricity"
"7985",6835.44,2018,"electricity"
"7986",66972.15,2018,"electricity"
"7991",558440.35,2018,"electricity"
"8011",1465078.12,2018,"electricity"
"8012",461370.56,2018,"electricity"
"8013",588652.45,2018,"electricity"
"8014",912120.39,2018,"electricity"
"8015",243676.67,2018,"electricity"
"8016",482101.85,2018,"electricity"
"8017",488434.51,2018,"electricity"
"8019",244348.83,2018,"electricity"
"8021",519076.41,2018,"electricity"
"8022",343557.73,2018,"electricity"
"8023",417107.14,2018,"electricity"
"8024",423174.11,2018,"electricity"
"8025",92970.12,2018,"electricity"
"8026",183188.89,2018,"electricity"
"8028",146452.78,2018,"electricity"
"8031",730096.86,2018,"electricity"
"8032",817325.58,2018,"electricity"
"8033",232211.93,2018,"electricity"
"8034",120699.36,2018,"electricity"
"8035",63535.65,2018,"electricity"
"8041",111194.88,2018,"electricity"
"8042",464724.55,2018,"electricity"
"8043",1017672.92,2018,"electricity"
"8044",72724.82,2018,"electricity"
"8045",10764.18,2018,"electricity"
"8051",11199.69,2018,"electricity"
"8055",89056.48,2018,"electricity"
"8061",747676.6,2018,"electricity"
"8064",518601.75,2018,"electricity"
"8066",52259.87,2018,"electricity"
"8079",6718.79,2018,"electricity"
"8101",627814.7,2018,"electricity"
"8102",1004344.56,2018,"electricity"
"8103",381659.09,2018,"electricity"
"8105",337175.44,2018,"electricity"
"8106",287420.52,2018,"electricity"
"8107",206804.12,2018,"electricity"
"8111",596548.27,2018,"electricity"
"8112",165837.34,2018,"electricity"
"8121",846829.05,2018,"electricity"
"8124",207867.19,2018,"electricity"
"8131",853164.03,2018,"electricity"
"8141",784723.03,2018,"electricity"
"8144",58970.96,2018,"electricity"
"8146",84474.61,2018,"electricity"
"8147",36727.37,2018,"electricity"
"8148",189167.97,2018,"electricity"
"8151",193209.57,2018,"electricity"
"8152",336947.47,2018,"electricity"
"8153",24648.85,2018,"electricity"
"8154",38465.09,2018,"electricity"
"8196",88820.83,2018,"electricity"
"8261",721405.54,2018,"electricity"
"8262",410937.84,2018,"electricity"
"8263",368157.26,2018,"electricity"
"8264",147491.19,2018,"electricity"
"8265",955935.02,2018,"electricity"
"8266",434643.13,2018,"electricity"
"8267",214328.53,2018,"electricity"
"8271",991826.92,2018,"electricity"
"8274",80522.78,2018,"electricity"
"8275",60812.62,2018,"electricity"
"8276",131340.99,2018,"electricity"
"8277",62568.38,2018,"electricity"
"8278",184969.26,2018,"electricity"
"8281",1102093.52,2018,"electricity"
"8291",33701.85,2018,"electricity"
"8293",85956.16,2018,"electricity"
"8294",52901.61,2018,"electricity"
"8325",451513.99,2018,"electricity"
"8326",246019.37,2018,"electricity"
"8331",74870.75,2018,"electricity"
"8334",3794.82,2018,"electricity"
"8335",25018.81,2018,"electricity"
"8336",22973.43,2018,"electricity"
"8337",20889.93,2018,"electricity"
"8338",83270.44,2018,"electricity"
"8339",22066.52,2018,"electricity"
"8341",224938.99,2018,"electricity"
"8342",52764.47,2018,"electricity"
"8343",17156.36,2018,"electricity"
"8344",37137.07,2018,"electricity"
"8345",58038.2,2018,"electricity"
"8346",36246.57,2018,"electricity"
"8347",67610.95,2018,"electricity"
"8351",138222.55,2018,"electricity"
"8355",418462.28,2018,"electricity"
"8356",216740.17,2018,"electricity"
"8361",37934.02,2018,"electricity"
"8362",9938.54,2018,"electricity"
"8363",22102.99,2018,"electricity"
"8371",91899.19,2018,"electricity"
"8375",298785.82,2018,"electricity"
"8376",87411.39,2018,"electricity"
"8377",43379.74,2018,"electricity"
"8378",47239.21,2018,"electricity"
"8381",185470.09,2018,"electricity"
"8382",44659.66,2018,"electricity"
"8383",78525.42,2018,"electricity"
"8384",81593.7,2018,"electricity"
"8385",44093.46,2018,"electricity"
"8386",21834.81,2018,"electricity"
"8387",13341.48,2018,"electricity"
"8397",3929.93,2018,"electricity"
"8398",16498.7,2018,"electricity"
"8433",4511.52,2018,"electricity"
"8437",23389.45,2018,"electricity"
"8438",24240.01,2018,"electricity"
"8439",16911.47,2018,"electricity"
"9222",16912.88,2018,"electricity"
"9231",3269.42,2018,"electricity"
"9243",4255.91,2018,"electricity"
